x,y
600.0,2500.0
1075.0,3322.7241335952167
1550.0,4145.448267190433
1075.0,1677.2758664047833
1550.0,2500.0
2025.0,3322.7241335952167
2500.0,4145.448267190433
1550.0,854.5517328095664
2025.0,1677.2758664047833
2500.0,2500.0
2975.0,3322.7241335952167
3450.0,4145.448267190433
2500.0,854.5517328095664
2975.0,1677.2758664047833
3450.0,2500.0
3925.0,3322.7241335952167
3450.0,854.5517328095664
3925.0,1677.2758664047833
4400.0,2500.0
